query,symbol,chr,start,end,strand,notfound
CNOT6L,CNOT6L,4,77713387.0,77819615.0,-1.0,False
CNOT7,CNOT7,8,17224966.0,17247726.0,-1.0,False
CNOT8,CNOT8,5,154857529.0,154876793.0,1.0,False
CNOT9,CNOT9,2,218568580.0,218597080.0,1.0,False
CNP,CNP,17,41966763.0,41977740.0,1.0,False
CNPPD1,CNPPD1,2,219170704.0,219182664.0,-1.0,False
CNPY2,CNPY2,12,56308024.0,56316346.0,-1.0,False
CNPY3,CNPY3,6,42929115.0,42939903.0,1.0,False
CNPY4,CNPY4,7,100119634.0,100125508.0,1.0,False
CNR2,CNR2,1,23870515.0,23913362.0,-1.0,False
CNRIP1,CNRIP1,2,68284171.0,68320051.0,-1.0,False
CNST,CNST,1,246566338.0,246668595.0,1.0,False
CNTLN,CNTLN,9,17134982.0,17503923.0,1.0,False
CNTNAP2,CNTNAP2,7,146116002.0,148420998.0,1.0,False
CNTRL,CNTRL,9,121074660.0,121177729.0,1.0,False
CNTROB,CNTROB,17,7932101.0,7949920.0,1.0,False
COA1,COA1,7,43608456.0,43729857.0,-1.0,False
COA3,COA3,17,42795147.0,42798704.0,-1.0,False
COA4,COA4,11,73869846.0,73876982.0,-1.0,False
COA5,COA5,2,98598242.0,98608515.0,-1.0,False
COA6,COA6,1,234373456.0,234385080.0,1.0,False
COA7,COA7,1,52684449.0,52698355.0,-1.0,False
COASY,COASY,17,42561467.0,42566277.0,1.0,False
COBLL1,COBLL1,2,164653624.0,164843679.0,-1.0,False
COCH,COCH,14,30874438.0,30895065.0,1.0,False
COG1,COG1,17,73193038.0,73209422.0,1.0,False
COG2,COG2,1,230642464.0,230693985.0,1.0,False
COG3,COG3,13,45464898.0,45536701.0,1.0,False
COG4,COG4,16,70480568.0,70523560.0,-1.0,False
COG5,COG5,7,107201372.0,107564261.0,-1.0,False
COG6,COG6,13,39655627.0,39791666.0,1.0,False
COG7,COG7,16,23388493.0,23453207.0,-1.0,False
COG8,COG8,16,69320140.0,69339583.0,-1.0,False
COIL,COIL,17,56938199.0,56961050.0,-1.0,False
COL13A1,COL13A1,10,69801880.0,69964275.0,1.0,False
COL18A1,COL18A1,21,45405123.0,45513721.0,1.0,False
COL19A1,COL19A1,6,69866556.0,70212468.0,1.0,False
COL4A1,COL4A1,13,110148963.0,110307202.0,-1.0,False
COL4A3,COL4A3,2,227164624.0,227314792.0,1.0,False
COL4A4,COL4A4,2,227002714.0,227164453.0,-1.0,False
COL5A2,COL5A2,2,189031898.0,189225312.0,-1.0,False
COL5A3,COL5A3,19,9959561.0,10010504.0,-1.0,False
COL6A1,COL6A1,21,45981755.0,46005050.0,1.0,False
COL6A2,COL6A2,21,46096722.0,46132851.0,1.0,False
COL9A2,COL9A2,1,40300487.0,40317813.0,-1.0,False
COL9A3,COL9A3,20,62816244.0,62841163.0,1.0,False
COLEC12,COLEC12,18,316737.0,500722.0,-1.0,False
COLGALT1,COLGALT1,19,17555631.0,17583162.0,1.0,False
COLGALT2,COLGALT2,1,183929854.0,184037729.0,-1.0,False
COLQ,COLQ,3,15450132.0,15521928.0,-1.0,False
COMMD1,COMMD1,2,61888724.0,62147629.0,1.0,False
COMMD10,COMMD10,5,116085007.0,116412762.0,1.0,False
COMMD2,COMMD2,3,149734667.0,149752495.0,-1.0,False
COMMD3,COMMD3,10,22315980.0,22320430.0,1.0,False
COMMD4,COMMD4,15,75336009.0,75343224.0,1.0,False
COMMD5,COMMD5,8,144837978.0,144853736.0,-1.0,False
COMMD6,COMMD6,13,75525214.0,75549439.0,-1.0,False
COMMD7,COMMD7,20,32702648.0,32743928.0,-1.0,False
COMMD8,COMMD8,4,47450787.0,47463730.0,-1.0,False
COMMD9,COMMD9,11,36269284.0,36289449.0,-1.0,False
COMT,COMT,22,19941371.0,19969975.0,1.0,False
COMTD1,COMTD1,10,75233641.0,75236075.0,-1.0,False
COP1,COP1,1,175944828.0,176207510.0,-1.0,False
COPA,COPA,1,160288594.0,160343566.0,-1.0,False
COPB1,COPB1,11,14443357.0,14500027.0,-1.0,False
COPB2,COPB2,3,139353942.0,139389736.0,-1.0,False
COPE,COPE,19,18899514.0,18919400.0,-1.0,False
COPG1,COPG1,3,129249576.0,129278065.0,1.0,False
COPG2,COPG2,7,130506238.0,130668748.0,-1.0,False
COPRS,COPRS,17,31851871.0,31859291.0,-1.0,False
COPS2,COPS2,15,49106068.0,49155661.0,-1.0,False
COPS3,COPS3,17,17246616.0,17281303.0,-1.0,False
COPS4,COPS4,4,83034447.0,83075818.0,1.0,False
COPS5,COPS5,8,67043079.0,67083783.0,-1.0,False
COPS6,COPS6,7,100088948.0,100093340.0,1.0,False
COPS7A,COPS7A,12,6724014.0,6731875.0,1.0,False
COPS7B,COPS7B,2,231781671.0,231809254.0,1.0,False
COPS8,COPS8,2,237085882.0,237100474.0,1.0,False
COPS9,COPS9,2,240126563.0,240136807.0,-1.0,False
COPZ1,COPZ1,12,54301202.0,54351848.0,1.0,False
COPZ2,COPZ2,17,48026142.0,48038030.0,-1.0,False
COQ10A,COQ10A,12,56266846.0,56270966.0,1.0,False
COQ10B,COQ10B,2,197453493.0,197475310.0,1.0,False
COQ2,COQ2,4,83261536.0,83284914.0,-1.0,False
COQ3,COQ3,6,99369401.0,99394207.0,-1.0,False
COQ4,COQ4,9,128322515.0,128334072.0,1.0,False
COQ5,COQ5,12,120503279.0,120534434.0,-1.0,False
COQ6,COQ6,14,73949926.0,73963670.0,1.0,False
COQ7,COQ7,16,19067614.0,19080095.0,1.0,False
COQ8A,COQ8A,1,226938143.0,226987569.0,1.0,False
COQ8B,COQ8B,19,40691514.0,40725784.0,-1.0,False
COQ9,COQ9,16,57447425.0,57461274.0,1.0,False
CORO1A,CORO1A,16,30182817.0,30189085.0,1.0,False
CORO1B,CORO1B,11,67435510.0,67443821.0,-1.0,False
CORO1C,CORO1C,12,108645109.0,108732563.0,-1.0,False
CORO2A,CORO2A,9,98120975.0,98193206.0,-1.0,False
CORO7,CORO7,16,4354542.0,4425705.0,-1.0,False
COTL1,COTL1,16,84565596.0,84618078.0,-1.0,False
COX10,COX10,17,14069490.0,14231736.0,1.0,False
COX11,COX11,17,54951902.0,54968703.0,-1.0,False
COX14,COX14,12,50112082.0,50120457.0,1.0,False
COX15,COX15,10,99710868.0,99732160.0,-1.0,False
COX16,COX16,14,70325081.0,70416984.0,-1.0,False
COX17,COX17,3,119654513.0,119677621.0,-1.0,False
COX18,COX18,4,73052362.0,73069755.0,-1.0,False
COX19,COX19,7,898778.0,975549.0,-1.0,False
COX4I1,COX4I1,16,85798633.0,85807068.0,1.0,False
COX5A,COX5A,15,74919791.0,74939351.0,-1.0,False
COX5B,COX5B,2,97646062.0,97648383.0,1.0,False
COX6A1,COX6A1,12,120438090.0,120440742.0,1.0,False
COX6B1,COX6B1,19,35648230.0,35658795.0,1.0,False
COX6C,COX6C,8,99873200.0,99893759.0,-1.0,False
COX7A2,COX7A2,6,75237675.0,75250323.0,-1.0,False
COX7A2L,COX7A2L,2,42333546.0,42425088.0,-1.0,False
COX7B,COX7B,X,77895727.0,77907376.0,1.0,False
COX7C,COX7C,5,86617905.0,86621246.0,1.0,False
COX8A,COX8A,11,63974620.0,63976543.0,1.0,False
CPAMD8,CPAMD8,19,16892951.0,17026815.0,-1.0,False
CPD,CPD,17,30378922.0,30469989.0,1.0,False
CPEB2,CPEB2,4,15002481.0,15070153.0,1.0,False
CPEB3,CPEB3,10,92046692.0,92291628.0,-1.0,False
CPEB4,CPEB4,5,173888349.0,173961980.0,1.0,False
CPED1,CPED1,7,120988697.0,121297980.0,1.0,False
CPLANE1,CPLANE1,5,37106228.0,37249400.0,-1.0,False
CPLANE2,CPLANE2,1,16231692.0,16237183.0,-1.0,False
CPM,CPM,12,68842197.0,68971570.0,-1.0,False
CPNE1,CPNE1,20,35626031.0,35664956.0,-1.0,False
CPNE2,CPNE2,16,57092549.0,57148369.0,1.0,False
CPNE3,CPNE3,8,86514435.0,86561498.0,1.0,False
CPNE5,CPNE5,6,36740775.0,36839444.0,-1.0,False
CPNE7,CPNE7,16,89575732.0,89597247.0,1.0,False
CPNE8,CPNE8,12,38646822.0,38907430.0,-1.0,False
CPOX,CPOX,3,98579446.0,98593707.0,-1.0,False
CPPED1,CPPED1,16,12659799.0,12803887.0,-1.0,False
CPQ,CPQ,8,96645240.0,97150160.0,1.0,False
CPSF1,CPSF1,8,144393229.0,144409861.0,-1.0,False
CPSF2,CPSF2,14,92121512.0,92172145.0,1.0,False
CPSF3,CPSF3,2,9423631.0,9473110.0,1.0,False
CPSF4,CPSF4,7,99438908.0,99457377.0,1.0,False
CPSF6,CPSF6,12,69239543.0,69279829.0,1.0,False
CPSF7,CPSF7,11,61402641.0,61430105.0,-1.0,False
CPT1A,CPT1A,11,68754620.0,68844410.0,-1.0,False
CPT2,CPT2,1,53196792.0,53214197.0,1.0,False
CPTP,CPTP,1,1324756.0,1328897.0,1.0,False
CPVL,CPVL,7,28994636.0,29195451.0,-1.0,False
CR1,CR1,1,207496147.0,207641776.0,1.0,False
CR2,CR2,1,207453024.0,207489895.0,1.0,False
CRACR2A,CRACR2A,12,3606633.0,3764819.0,-1.0,False
CRACR2B,CRACR2B,11,826144.0,831993.0,1.0,False
CRADD,CRADD,12,93677375.0,93894840.0,1.0,False
CRAMP1,CRAMP1,16,1612337.0,1677908.0,1.0,False
CRAT,CRAT,9,129094142.0,129111313.0,-1.0,False
CRBN,CRBN,3,3144628.0,3179727.0,-1.0,False
CRCP,CRCP,7,66114604.0,66154568.0,1.0,False
CREB1,CREB1,2,207529737.0,207605988.0,1.0,False
CREB3,CREB3,9,35732296.0,35738886.0,1.0,False
CREB3L2,CREB3L2,7,137874979.0,138002086.0,-1.0,False
CREB3L4,CREB3L4,1,153963719.0,153974364.0,1.0,False
CREB5,CREB5,7,28299321.0,28825894.0,1.0,False
CREBBP,CREBBP,16,3725054.0,3880713.0,-1.0,False
CREBL2,CREBL2,12,12611827.0,12645108.0,1.0,False
CREBRF,CREBRF,5,173056352.0,173139284.0,1.0,False
CREBZF,CREBZF,11,85657742.0,85682908.0,-1.0,False
CREG1,CREG1,1,167529117.0,167553822.0,-1.0,False
CRELD1,CRELD1,3,9933793.0,9945413.0,1.0,False
CRELD2,CRELD2,22,49917989.0,49927544.0,1.0,False
CREM,CREM,10,35126791.0,35212958.0,1.0,False
CRIM1,CRIM1,2,36355731.0,36551135.0,1.0,False
CRIP1,CRIP1,14,105484603.0,105488947.0,1.0,False
CRIP2,CRIP2,14,105472962.0,105480162.0,1.0,False
CRIP3,CRIP3,6,43299710.0,43308874.0,-1.0,False
CRIPT,CRIPT,2,46616416.0,46685037.0,1.0,False
CRISPLD2,CRISPLD2,16,84819981.0,84920768.0,1.0,False
CRK,CRK,17,1420689.0,1463162.0,-1.0,False
CRKL,CRKL,22,20917407.0,20953747.0,1.0,False
CRLF3,CRLF3,17,30769388.0,30824692.0,-1.0,False
CRLS1,CRLS1,20,6006052.0,6040053.0,1.0,False
CRNKL1,CRNKL1,20,20034368.0,20056046.0,-1.0,False
CROCC,CROCC,1,16740273.0,16972964.0,1.0,False
CROT,CROT,7,87345664.0,87399800.0,1.0,False
CRTAM,CRTAM,11,122829482.0,122872643.0,1.0,False
CRTAP,CRTAP,3,33113956.0,33147773.0,1.0,False
CRTC1,CRTC1,19,18683640.0,18782333.0,1.0,False
CRTC2,CRTC2,1,153947669.0,153958634.0,-1.0,False
CRTC3,CRTC3,15,90529890.0,90645345.0,1.0,False
CRY1,CRY1,12,106991364.0,107093855.0,-1.0,False
CRY2,CRY2,11,45847118.0,45883248.0,1.0,False
CRYAB,CRYAB,11,111908564.0,111923722.0,-1.0,False
CRYBG1,CRYBG1,6,106360717.0,106572017.0,1.0,False
CRYBG2,CRYBG2,1,26321698.0,26360080.0,-1.0,False
CRYBG3,CRYBG3,3,97822011.0,97944984.0,1.0,False
CRYL1,CRYL1,13,20403666.0,20525873.0,-1.0,False
CRYZ,CRYZ,1,74701488.0,74733104.0,-1.0,False
CRYZL1,CRYZL1,21,33589341.0,33643926.0,-1.0,False
CS,CS,12,56271699.0,56300391.0,-1.0,False
CSAD,CSAD,12,53157663.0,53180933.0,-1.0,False
CSDE1,CSDE1,1,114716913.0,114758704.0,-1.0,False
CSE1L,CSE1L,20,49046246.0,49097015.0,1.0,False
CSF1,CSF1,1,109910242.0,109930993.0,1.0,False
CSF1R,CSF1R,5,150053291.0,150113372.0,-1.0,False
CSF2RA,CSF2RA,X,1268779.0,1325373.0,1.0,False
CSF2RB,CSF2RB,22,36913628.0,36940443.0,1.0,False
CSF3R,CSF3R,1,36465669.0,36483322.0,-1.0,False
CSGALNACT1,CSGALNACT1,8,19404156.0,19758029.0,-1.0,False
CSGALNACT2,CSGALNACT2,10,43137831.0,43185302.0,1.0,False
CSK,CSK,15,74782055.0,74803198.0,1.0,False
CSKMT,CSKMT,11,62665309.0,62668496.0,1.0,False
CSNK1A1,CSNK1A1,5,149492982.0,149551471.0,-1.0,False
CSNK1D,CSNK1D,17,82239023.0,82273700.0,-1.0,False
CSNK1E,CSNK1E,22,38290691.0,38320044.0,-1.0,False
CSNK1G1,CSNK1G1,15,64165525.0,64356554.0,-1.0,False
CSNK1G2,CSNK1G2,19,1941146.0,1981339.0,1.0,False
CSNK1G3,CSNK1G3,5,123512067.0,123617049.0,1.0,False
CSNK2A1,CSNK2A1,20,472498.0,543835.0,-1.0,False
CSNK2A2,CSNK2A2,16,58157907.0,58198191.0,-1.0,False
CSNK2B,CSNK2B,6,31665227.0,31670343.0,1.0,False
CSPP1,CSPP1,8,67062381.0,67196778.0,1.0,False
CSRNP1,CSRNP1,3,39141854.0,39154852.0,-1.0,False
CSRNP2,CSRNP2,12,51061205.0,51083664.0,-1.0,False
CSRP1,CSRP1,1,201483530.0,201513100.0,-1.0,False
CST3,CST3,20,23626706.0,23638556.0,-1.0,False
CST7,CST7,20,24949269.0,24959928.0,1.0,False
CSTA,CSTA,3,122325248.0,122341969.0,1.0,False
CSTB,CSTB,21,43772511.0,43776579.0,-1.0,False
CSTF1,CSTF1,20,56392371.0,56406362.0,1.0,False
CSTF2,CSTF2,X,100820369.0,100841523.0,1.0,False
CSTF2T,CSTF2T,10,51695486.0,51699595.0,-1.0,False
CSTF3,CSTF3,11,33077188.0,33162371.0,-1.0,False
CTBP1,CTBP1,4,1211434.0,1250333.0,-1.0,False
CTBP1-AS,CTBP1-AS,4,1210120.0,1218591.0,1.0,False
CTBP1-DT,CTBP1-DT,4,1248877.0,1288856.0,1.0,False
CTBP2,CTBP2,10,124981657.0,125163006.0,-1.0,False
CTBS,CTBS,1,84549611.0,84574480.0,-1.0,False
CTC1,CTC1,17,8224815.0,8248058.0,-1.0,False
CTCF,CTCF,16,67561831.0,67639189.0,1.0,False
CTDNEP1,CTDNEP1,17,7243589.0,7252841.0,-1.0,False
CTDP1,CTDP1,18,79679803.0,79754503.0,1.0,False
CTDSP1,CTDSP1,2,218397136.0,218405942.0,1.0,False
CTDSP2,CTDSP2,12,57819927.0,57846729.0,-1.0,False
CTDSPL,CTDSPL,3,37861880.0,37984469.0,1.0,False
CTDSPL2,CTDSPL2,15,44427599.0,44529038.0,1.0,False
CTH,CTH,1,70406194.0,70442771.0,1.0,False
CTIF,CTIF,18,48539005.0,48863217.0,1.0,False
CTLA4,CTLA4,2,203853888.0,203873965.0,1.0,False
CTNNA1,CTNNA1,5,138610967.0,138935039.0,1.0,False
CTNNAL1,CTNNAL1,9,108942569.0,109013645.0,-1.0,False
CTNNB1,CTNNB1,3,41194741.0,41260096.0,1.0,False
CTNNBIP1,CTNNBIP1,1,9848269.0,9910368.0,-1.0,False
CTNNBL1,CTNNBL1,20,37694030.0,37872129.0,1.0,False
CTNND1,CTNND1,11,57753243.0,57819546.0,1.0,False
CTNS,CTNS,17,3636459.0,3663103.0,1.0,False
CTPS1,CTPS1,1,40979300.0,41012565.0,1.0,False
CTPS2,CTPS2,X,16587950.0,16712976.0,-1.0,False
CTR9,CTR9,11,10751018.0,10801625.0,1.0,False
CTSA,CTSA,20,45890144.0,45898949.0,1.0,False
CTSB,CTSB,8,11842524.0,11869533.0,-1.0,False
CTSC,CTSC,11,88265069.0,88359684.0,-1.0,False
CTSD,CTSD,11,1752752.0,1764573.0,-1.0,False
CTSF,CTSF,11,66563463.0,66568879.0,-1.0,False
CTSG,CTSG,14,24573518.0,24576250.0,-1.0,False
CTSH,CTSH,15,78921058.0,78949574.0,-1.0,False
CTSK,CTSK,1,150794880.0,150809577.0,-1.0,False
CTSL,CTSL,9,87724051.0,87731469.0,1.0,False
CTSO,CTSO,4,155921580.0,155953912.0,-1.0,False
CTSS,CTSS,1,150730079.0,150765957.0,-1.0,False
CTSW,CTSW,11,65879809.0,65883741.0,1.0,False
CTSZ,CTSZ,20,58985686.0,59008238.0,-1.0,False
CTTN,CTTN,11,70398404.0,70436584.0,1.0,False
CTTNBP2NL,CTTNBP2NL,1,112396202.0,112463456.0,1.0,False
CTU1,CTU1,19,51097606.0,51108424.0,-1.0,False
CTU2,CTU2,16,88706473.0,88715396.0,1.0,False
CUBN,CUBN,10,16823966.0,17129811.0,-1.0,False
CUEDC1,CUEDC1,17,57861243.0,57955851.0,-1.0,False
CUEDC2,CUEDC2,10,102423242.0,102432718.0,-1.0,False
CUL1,CUL1,7,148697914.0,148801110.0,1.0,False
CUL2,CUL2,10,35008504.0,35127006.0,-1.0,False
CUL3,CUL3,2,224470150.0,224585397.0,-1.0,False
CUL4A,CUL4A,13,113208193.0,113267108.0,1.0,False
CUL4B,CUL4B,X,120505920.0,120604074.0,-1.0,False
CUL5,CUL5,11,108008898.0,108107781.0,1.0,False
CUL7,CUL7,6,43037617.0,43053943.0,-1.0,False
CUL9,CUL9,6,43182181.0,43224587.0,1.0,False
CUTA,CUTA,6,33416442.0,33418381.0,-1.0,False
CUTC,CUTC,10,99702558.0,99756187.0,1.0,False
CUX1,CUX1,7,101815904.0,102283958.0,1.0,False
CWC15,CWC15,11,94962620.0,94973611.0,-1.0,False
CWC22,CWC22,2,179944872.0,180007297.0,-1.0,False
CWC25,CWC25,17,38800441.0,38825646.0,-1.0,False
CWC27,CWC27,5,64766368.0,65102412.0,1.0,False
CWF19L1,CWF19L1,10,100232296.0,100267684.0,-1.0,False
CWF19L2,CWF19L2,11,107321601.0,107457842.0,-1.0,False
CX3CR1,CX3CR1,3,39263495.0,39281735.0,-1.0,False
CXCL10,CXCL10,4,76021118.0,76023497.0,-1.0,False
CXCL16,CXCL16,17,4733533.0,4739934.0,-1.0,False
CXCL2,CXCL2,4,74097040.0,74099196.0,-1.0,False
CXCL8,CXCL8,4,73740519.0,73747379.0,1.0,False
CXCR1,CXCR1,2,218162841.0,218166962.0,-1.0,False
CXCR2,CXCR2,2,218125289.0,218137251.0,1.0,False
CXCR3,CXCR3,X,71615916.0,71618511.0,-1.0,False
CXCR4,CXCR4,2,136114349.0,136119177.0,-1.0,False
CXCR5,CXCR5,11,118883892.0,118897787.0,1.0,False
CXCR6,CXCR6,3,45940933.0,45948353.0,1.0,False
CXORF38,CXorf38,X,40626921.0,40647569.0,-1.0,False
CXXC1,CXXC1,18,50282331.0,50287857.0,-1.0,False
CXXC5,CXXC5,5,139646375.0,139683882.0,1.0,False
CYB561,CYB561,17,63432298.0,63447108.0,-1.0,False
CYB561A3,CYB561A3,11,61348748.0,61362334.0,-1.0,False
CYB561D1,CYB561D1,1,109494052.0,109502932.0,1.0,False
CYB561D2,CYB561D2,3,50350839.0,50358460.0,1.0,False
CYB5A,CYB5A,18,74250846.0,74291995.0,-1.0,False
CYB5B,CYB5B,16,69398402.0,69466264.0,1.0,False
CYB5D2,CYB5D2,17,4143168.0,4187310.0,1.0,False
CYB5R1,CYB5R1,1,202961118.0,202967277.0,-1.0,False
CYB5R3,CYB5R3,22,42615730.0,42720870.0,-1.0,False
CYB5R4,CYB5R4,6,83859646.0,83967423.0,1.0,False
CYB5RL,CYB5RL,1,54169651.0,54200073.0,-1.0,False
CYBA,CYBA,16,88643275.0,88651083.0,-1.0,False
CYBB,CYBB,X,37780018.0,37816994.0,1.0,False
CYBC1,CYBC1,17,82440912.0,82450829.0,-1.0,False
CYBRD1,CYBRD1,2,171522247.0,171558129.0,1.0,False
CYC1,CYC1,8,144095039.0,144097525.0,1.0,False
CYCS,CYCS,7,25118656.0,25125266.0,-1.0,False
CYFIP1,CYFIP1,15,22867052.0,22981063.0,-1.0,False
CYFIP2,CYFIP2,5,157266079.0,157395595.0,1.0,False
CYLD,CYLD,16,50742032.0,50801935.0,1.0,False
CYP1B1,CYP1B1,2,38066973.0,38109902.0,-1.0,False
CYP1B1-AS1,CYP1B1-AS1,2,38073447.0,38231651.0,1.0,False
CYP20A1,CYP20A1,2,203238952.0,203306026.0,1.0,False
CYP27A1,CYP27A1,2,218781738.0,218815293.0,1.0,False
CYP2R1,CYP2R1,11,14877440.0,14892247.0,-1.0,False
CYP2S1,CYP2S1,19,41193045.0,41207540.0,1.0,False
CYP2U1,CYP2U1,4,107931531.0,107953465.0,1.0,False
CYP3A5,CYP3A5,7,99648194.0,99679997.0,-1.0,False
CYP4F22,CYP4F22,19,15508477.0,15552317.0,1.0,False
CYP4V2,CYP4V2,4,186191475.0,186215245.0,1.0,False
CYREN,CYREN,7,135092363.0,135170914.0,-1.0,False
CYSLTR1,CYSLTR1,X,78271468.0,78327691.0,-1.0,False
CYSLTR2,CYSLTR2,13,48653709.0,48711227.0,1.0,False
CYSTM1,CYSTM1,5,140175072.0,140282052.0,1.0,False
CYTH1,CYTH1,17,78674048.0,78782298.0,-1.0,False
CYTH2,CYTH2,19,48469208.0,48482314.0,1.0,False
CYTH3,CYTH3,7,6161776.0,6272650.0,-1.0,False
CYTH4,CYTH4,22,37282027.0,37315346.0,1.0,False
CYTIP,CYTIP,2,157409360.0,157491093.0,-1.0,False
CYTL1,CYTL1,4,5014586.0,5019486.0,-1.0,False
CYTOR,CYTOR,2,87454781.0,87636740.0,1.0,False
D2HGDH,D2HGDH,2,241734596.0,241768816.0,1.0,False
DAAM1,DAAM1,14,59188646.0,59371405.0,1.0,False
DAB2,DAB2,5,39371675.0,39462300.0,-1.0,False
DAB2IP,DAB2IP,9,121567057.0,121785530.0,1.0,False
DACT1,DACT1,14,58633967.0,58648321.0,1.0,False
DAD1,DAD1,14,22564902.0,22589235.0,-1.0,False
DAG1,DAG1,3,49468649.0,49535619.0,1.0,False
DAGLB,DAGLB,7,6407846.0,6484190.0,-1.0,False
DALRD3,DALRD3,3,49015488.0,49022293.0,-1.0,False
DAP,DAP,5,10679230.0,10761273.0,-1.0,False
DAP3,DAP3,1,155687833.0,155739014.0,1.0,False
DAPK1,DAPK1,9,87497228.0,87709073.0,1.0,False
DAPK2,DAPK2,15,63907036.0,64072033.0,-1.0,False
DAPK3,DAPK3,19,3958453.0,3971123.0,-1.0,False
DAPP1,DAPP1,4,99816816.0,99870190.0,1.0,False
DARS2,DARS2,1,173824540.0,173858808.0,1.0,False
DAXX,DAXX,6,33318558.0,33323259.0,-1.0,False
DAZAP1,DAZAP1,19,1407536.0,1435687.0,1.0,False
DAZAP2,DAZAP2,12,51238724.0,51271362.0,1.0,False
DBF4,DBF4,7,87876216.0,87909553.0,1.0,False
DBF4B,DBF4B,17,44708608.0,44752264.0,1.0,False
DBI,DBI,2,119366917.0,119372551.0,1.0,False
DBN1,DBN1,5,177456607.0,177474401.0,-1.0,False
DBNDD1,DBNDD1,16,90004871.0,90019890.0,-1.0,False
DBNL,DBNL,7,44044628.0,44069456.0,1.0,False
DBP,DBP,19,48630030.0,48637379.0,-1.0,False
DBR1,DBR1,3,138160988.0,138174949.0,-1.0,False
DBT,DBT,1,100182222.0,100249873.0,-1.0,False
DCAF1,DCAF1,3,51395867.0,51500088.0,-1.0,False
DCAF10,DCAF10,9,37800554.0,37867666.0,1.0,False
DCAF11,DCAF11,14,24114010.0,24125614.0,1.0,False
DCAF12,DCAF12,9,34086384.0,34127399.0,-1.0,False
DCAF13,DCAF13,8,103414714.0,103443579.0,1.0,False
DCAF15,DCAF15,19,13952459.0,13961449.0,1.0,False
DCAF16,DCAF16,4,17793446.0,17810758.0,-1.0,False
DCAF17,DCAF17,2,171434217.0,171485052.0,1.0,False
DCAF4,DCAF4,14,72926358.0,72962098.0,1.0,False
DCAF5,DCAF5,14,69050881.0,69153179.0,-1.0,False
DCAF6,DCAF6,1,167935783.0,168076223.0,1.0,False
DCAF7,DCAF7,17,63550222.0,63594286.0,1.0,False
DCAF8,DCAF8,1,160215715.0,160263388.0,-1.0,False
DCAKD,DCAKD,17,45023338.0,45061131.0,-1.0,False
DCBLD1,DCBLD1,6,117453817.0,117569858.0,1.0,False
DCK,DCK,4,70992538.0,71030914.0,1.0,False
DCLRE1A,DCLRE1A,10,113834725.0,113854383.0,-1.0,False
DCLRE1B,DCLRE1B,1,113904403.0,113914086.0,1.0,False
DCLRE1C,DCLRE1C,10,14897359.0,14954432.0,-1.0,False
DCP1A,DCP1A,3,53283429.0,53347683.0,-1.0,False
DCP1B,DCP1B,12,1946052.0,2004535.0,-1.0,False
DCP2,DCP2,5,112976702.0,113022195.0,1.0,False
DCPS,DCPS,11,126304047.0,126350005.0,1.0,False
DCTD,DCTD,4,182890060.0,182917936.0,-1.0,False
DCTN1,DCTN1,2,74361154.0,74392087.0,-1.0,False
DCTN2,DCTN2,12,57529633.0,57547242.0,-1.0,False
DCTN3,DCTN3,9,34613545.0,34620523.0,-1.0,False
DCTN4,DCTN4,5,150706840.0,150759095.0,-1.0,False
DCTN5,DCTN5,16,23641381.0,23677472.0,1.0,False
DCTN6,DCTN6,8,30156319.0,30183639.0,1.0,False
DCTPP1,DCTPP1,16,30423615.0,30430030.0,-1.0,False
DCUN1D1,DCUN1D1,3,182938074.0,182985953.0,-1.0,False
DCUN1D2,DCUN1D2,13,113455819.0,113490984.0,-1.0,False
DCUN1D4,DCUN1D4,4,51843000.0,51916839.0,1.0,False
DCUN1D5,DCUN1D5,11,103050686.0,103092194.0,-1.0,False
DCXR,DCXR,17,82035136.0,82037776.0,-1.0,False
DDA1,DDA1,19,17309518.0,17323298.0,1.0,False
DDAH2,DDAH2,6,31727038.0,31730617.0,-1.0,False
DDB1,DDB1,11,61299447.0,61342596.0,-1.0,False
DDB2,DDB2,11,47214457.0,47239240.0,1.0,False
DDHD1,DDHD1,14,53036745.0,53153353.0,-1.0,False
DDHD2,DDHD2,8,38225218.0,38275558.0,1.0,False
DDI2,DDI2,1,15617458.0,15669044.0,1.0,False
DDIAS,DDIAS,11,82899975.0,82958277.0,1.0,False
DDIT3,DDIT3,12,57516588.0,57521737.0,-1.0,False
DDIT4,DDIT4,10,72273919.0,72276039.0,1.0,False
DDOST,DDOST,1,20651767.0,20661544.0,-1.0,False
DDR1,DDR1,6,30876421.0,30900978.0,1.0,False
DDRGK1,DDRGK1,20,3188734.0,3204700.0,-1.0,False
DDTL,DDTL,22,23966888.0,23972558.0,1.0,False
DDX1,DDX1,2,15591178.0,15634346.0,1.0,False
DDX10,DDX10,11,108665053.0,108940999.0,1.0,False
DDX11,DDX11,12,31073282.0,31104811.0,1.0,False
DDX17,DDX17,22,38483438.0,38507660.0,-1.0,False
DDX18,DDX18,2,117814673.0,117832379.0,1.0,False
DDX19A,DDX19A,16,70346861.0,70373992.0,1.0,False
DDX19B,DDX19B,16,70289663.0,70335305.0,1.0,False
DDX20,DDX20,1,111754832.0,111775602.0,1.0,False
DDX21,DDX21,10,68956135.0,68985072.0,1.0,False
DDX23,DDX23,12,48829756.0,48852842.0,-1.0,False
DDX24,DDX24,14,94048287.0,94081215.0,-1.0,False
